"","time_interval","number_of_pickups","is_weekend","is_night","dayInWeek","dayInMonth","month","year","hour","minute","temp","humidity","wind_speed","feels_like","clouds_all","is_raining_last_hour","is_snowing_last_hour","number_of_persons_injured","number_of_persons_killed","number_of_crashes","event_count","taxis_pickup_count","total_arrests","memorial_day","independence_day","labor_day"
"1",2014-04-01 17:00:00,70,0,0,2,1,4,2014,17,0,11.98,37,2.6,10.2,0,0,0,0,0,1,35,670,27,0,0,0
"2",2014-04-01 17:15:00,69,0,0,2,1,4,2014,17,15,11.98,37,2.6,10.2,0,0,0,0,0,1,33,584,27,0,0,0
"3",2014-04-01 17:30:00,55,0,0,2,1,4,2014,17,30,13.01,36,2.6,11.31,0,0,0,0,0,0,33,647,27,0,0,0
"4",2014-04-01 17:45:00,62,0,0,2,1,4,2014,17,45,13.01,36,2.6,11.31,0,0,0,0,0,1,33,679,27,0,0,0
"5",2014-04-01 18:00:00,50,0,0,2,1,4,2014,18,0,13.01,36,2.6,11.31,0,0,0,0,0,1,37,614,27,0,0,0
"6",2014-04-01 18:15:00,49,0,0,2,1,4,2014,18,15,13.01,36,2.6,11.31,0,0,0,0,0,0,26,591,27,0,0,0
"7",2014-04-01 18:30:00,46,0,0,2,1,4,2014,18,30,13.32,35,2.1,11.62,0,0,0,0,0,0,26,617,27,0,0,0
"8",2014-04-01 18:45:00,44,0,0,2,1,4,2014,18,45,13.32,35,2.1,11.62,0,0,0,0,0,0,26,623,27,0,0,0
"9",2014-04-01 19:00:00,42,0,0,2,1,4,2014,19,0,13.32,35,2.1,11.62,0,0,0,0,0,0,29,556,27,0,0,0
"10",2014-04-01 19:15:00,47,0,0,2,1,4,2014,19,15,13.32,35,2.1,11.62,0,0,0,0,0,0,28,506,27,0,0,0
"11",2014-04-01 19:30:00,38,0,0,2,1,4,2014,19,30,14.89,34,3.1,13.32,0,0,0,0,0,0,28,454,27,0,0,0
"12",2014-04-01 19:45:00,44,0,0,2,1,4,2014,19,45,14.89,34,3.1,13.32,0,0,0,0,0,0,28,468,27,0,0,0
"13",2014-04-01 20:00:00,26,0,0,2,1,4,2014,20,0,14.89,34,3.1,13.32,0,0,0,0,0,0,30,471,27,0,0,0
"14",2014-04-01 20:15:00,12,0,0,2,1,4,2014,20,15,14.89,34,3.1,13.32,0,0,0,0,0,0,24,558,27,0,0,0
"15",2014-04-01 20:30:00,1,0,0,2,1,4,2014,20,30,15.19,34,0.51,13.65,0,0,0,0,0,0,24,626,27,0,0,0
"16",2014-04-01 20:45:00,56,0,1,2,1,4,2014,20,45,15.19,34,0.51,13.65,0,0,0,0,0,0,24,665,27,0,0,0
"17",2014-04-01 21:00:00,39,0,1,2,1,4,2014,21,0,15.19,34,0.51,13.65,0,0,0,0,0,0,24,731,27,0,0,0
"18",2014-04-01 21:15:00,34,0,1,2,1,4,2014,21,15,15.19,34,0.51,13.65,0,0,0,0,0,0,21,792,27,0,0,0
"19",2014-04-01 21:30:00,29,0,1,2,1,4,2014,21,30,14.07,39,6.2,12.55,20,0,0,0,0,1,21,810,27,0,0,0
"20",2014-04-01 21:45:00,18,0,1,2,1,4,2014,21,45,14.07,39,6.2,12.55,20,0,0,0,0,0,21,857,27,0,0,0
"21",2014-04-01 22:00:00,20,0,1,2,1,4,2014,22,0,14.07,39,6.2,12.55,20,0,0,0,0,0,21,894,27,0,0,0
"22",2014-04-01 22:15:00,18,0,1,2,1,4,2014,22,15,14.07,39,6.2,12.55,20,0,0,0,0,0,20,844,27,0,0,0
"23",2014-04-01 22:30:00,7,0,1,2,1,4,2014,22,30,10.87,46,6.2,9.21,0,0,0,0,0,0,20,801,27,0,0,0
"24",2014-04-01 22:45:00,8,0,1,2,1,4,2014,22,45,10.87,46,6.2,9.21,0,0,0,0,0,0,20,810,27,0,0,0
"25",2014-04-01 23:00:00,16,0,1,2,1,4,2014,23,0,10.87,46,6.2,9.21,0,0,0,0,0,0,20,847,27,0,0,0
"26",2014-04-01 23:15:00,10,0,1,2,1,4,2014,23,15,10.87,46,6.2,9.21,0,0,0,0,0,0,13,851,27,0,0,0
"27",2014-04-01 23:30:00,9,0,1,2,1,4,2014,23,30,9.8,47,4.63,7.48,20,0,0,0,0,0,13,867,27,0,0,0
"28",2014-04-01 23:45:00,4,0,1,2,1,4,2014,23,45,9.8,47,4.63,7.48,20,0,0,0,0,0,13,828,27,0,0,0
"29",2014-04-02 00:00:00,1,0,1,3,2,4,2014,0,0,9.8,47,4.63,7.48,20,0,0,0,0,0,15,789,27,0,0,0
"30",2014-04-02 17:00:00,72,0,0,3,2,4,2014,17,0,8.84,71,1.54,8.28,100,1,0,0,0,0,34,674,27,0,0,0
"31",2014-04-02 17:15:00,84,0,0,3,2,4,2014,17,15,8.84,71,1.54,8.28,100,1,0,0,0,0,33,693,27,0,0,0
"32",2014-04-02 17:30:00,82,0,0,3,2,4,2014,17,30,10.59,64,3.1,9.38,100,0,0,0,0,0,33,716,27,0,0,0
"33",2014-04-02 17:45:00,81,0,0,3,2,4,2014,17,45,10.59,64,3.1,9.38,100,0,0,0,0,0,33,652,27,0,0,0
"34",2014-04-02 18:00:00,60,0,0,3,2,4,2014,18,0,10.59,64,3.1,9.38,100,0,0,0,0,1,33,623,27,0,0,0
"35",2014-04-02 18:15:00,73,0,0,3,2,4,2014,18,15,10.59,64,3.1,9.38,100,0,0,0,0,0,24,615,27,0,0,0
"36",2014-04-02 18:30:00,50,0,0,3,2,4,2014,18,30,9.65,74,4.12,7.52,100,0,0,0,0,0,24,638,27,0,0,0
"37",2014-04-02 18:45:00,47,0,0,3,2,4,2014,18,45,9.65,74,4.12,7.52,100,0,0,0,0,1,24,565,27,0,0,0
"38",2014-04-02 19:00:00,53,0,0,3,2,4,2014,19,0,9.65,74,4.12,7.52,100,0,0,0,0,0,25,521,27,0,0,0
"39",2014-04-02 19:15:00,52,0,0,3,2,4,2014,19,15,9.65,74,4.12,7.52,100,0,0,0,0,0,24,479,27,0,0,0
"40",2014-04-02 19:30:00,33,0,0,3,2,4,2014,19,30,10.06,70,3.6,8.95,40,0,0,0,0,1,24,449,27,0,0,0
"41",2014-04-02 19:45:00,53,0,0,3,2,4,2014,19,45,10.06,70,3.6,8.95,40,0,0,0,0,0,24,447,27,0,0,0
"42",2014-04-02 20:00:00,45,0,0,3,2,4,2014,20,0,10.06,70,3.6,8.95,40,0,0,0,0,1,25,529,27,0,0,0
"43",2014-04-02 20:15:00,53,0,0,3,2,4,2014,20,15,10.06,70,3.6,8.95,40,0,0,0,0,0,20,515,27,0,0,0
"44",2014-04-02 20:30:00,92,0,0,3,2,4,2014,20,30,11.56,65,3.6,10.47,0,0,0,0,0,0,20,573,27,0,0,0
"45",2014-04-02 20:45:00,52,0,1,3,2,4,2014,20,45,11.56,65,3.6,10.47,0,0,0,0,0,0,20,638,27,0,0,0
"46",2014-04-02 21:00:00,56,0,1,3,2,4,2014,21,0,11.56,65,3.6,10.47,0,0,0,0,0,0,20,647,27,0,0,0
"47",2014-04-02 21:15:00,37,0,1,3,2,4,2014,21,15,11.56,65,3.6,10.47,0,0,0,0,0,0,20,721,27,0,0,0
"48",2014-04-02 21:30:00,35,0,1,3,2,4,2014,21,30,11.83,60,2.6,10.64,0,0,0,0,0,0,20,709,27,0,0,0
"49",2014-04-02 21:45:00,28,0,1,3,2,4,2014,21,45,11.83,60,2.6,10.64,0,0,0,0,0,0,20,768,27,0,0,0
"50",2014-04-02 22:00:00,21,0,1,3,2,4,2014,22,0,11.83,60,2.6,10.64,0,0,0,0,0,0,20,830,27,0,0,0
"51",2014-04-02 22:15:00,16,0,1,3,2,4,2014,22,15,11.83,60,2.6,10.64,0,0,0,0,0,0,19,818,27,0,0,0
"52",2014-04-02 22:30:00,15,0,1,3,2,4,2014,22,30,11.1,59,2.6,9.81,0,0,0,0,0,1,19,832,27,0,0,0
"53",2014-04-02 22:45:00,21,0,1,3,2,4,2014,22,45,11.1,59,2.6,9.81,0,0,0,0,0,0,19,883,27,0,0,0
"54",2014-04-02 23:00:00,13,0,1,3,2,4,2014,23,0,11.1,59,2.6,9.81,0,0,0,0,0,0,19,881,27,0,0,0
"55",2014-04-02 23:15:00,13,0,1,3,2,4,2014,23,15,11.1,59,2.6,9.81,0,0,0,0,0,0,17,787,27,0,0,0
"56",2014-04-02 23:30:00,19,0,1,3,2,4,2014,23,30,10.82,63,2.6,9.6,0,0,0,0,0,0,17,782,27,0,0,0
"57",2014-04-02 23:45:00,10,0,1,3,2,4,2014,23,45,10.82,63,2.6,9.6,0,0,0,0,0,0,17,879,27,0,0,0
"58",2014-04-03 00:00:00,0,0,1,4,3,4,2014,0,0,10.82,63,2.6,9.6,0,0,0,0,0,0,18,837,42,0,0,0
"59",2014-04-03 17:00:00,98,0,0,4,3,4,2014,17,0,14.7,26,2.1,12.9,0,0,0,0,0,0,38,676,42,0,0,0
"60",2014-04-03 17:15:00,94,0,0,4,3,4,2014,17,15,14.7,26,2.1,12.9,0,0,0,0,0,0,35,632,42,0,0,0
"61",2014-04-03 17:30:00,109,0,0,4,3,4,2014,17,30,17.12,22,2.6,15.46,0,0,0,0,0,0,35,703,42,0,0,0
"62",2014-04-03 17:45:00,83,0,0,4,3,4,2014,17,45,17.12,22,2.6,15.46,0,0,0,0,0,0,35,725,42,0,0,0
"63",2014-04-03 18:00:00,78,0,0,4,3,4,2014,18,0,17.12,22,2.6,15.46,0,0,0,0,0,0,37,610,42,0,0,0
"64",2014-04-03 18:15:00,75,0,0,4,3,4,2014,18,15,17.12,22,2.6,15.46,0,0,0,0,0,0,28,635,42,0,0,0
"65",2014-04-03 18:30:00,71,0,0,4,3,4,2014,18,30,17.16,20,1.54,15.45,0,0,0,0,0,0,28,616,42,0,0,0
"66",2014-04-03 18:45:00,89,0,0,4,3,4,2014,18,45,17.16,20,1.54,15.45,0,0,0,0,0,0,28,596,42,0,0,0
"67",2014-04-03 19:00:00,60,0,0,4,3,4,2014,19,0,17.16,20,1.54,15.45,0,0,0,0,0,0,28,529,42,0,0,0
"68",2014-04-03 19:15:00,54,0,0,4,3,4,2014,19,15,17.16,20,1.54,15.45,0,0,0,0,0,1,27,462,42,0,0,0
"69",2014-04-03 19:30:00,51,0,0,4,3,4,2014,19,30,18.54,18,3.6,16.92,0,0,0,0,0,0,27,452,42,0,0,0
"70",2014-04-03 19:45:00,59,0,0,4,3,4,2014,19,45,18.54,18,3.6,16.92,0,0,0,0,0,0,27,428,42,0,0,0
"71",2014-04-03 20:00:00,74,0,0,4,3,4,2014,20,0,18.54,18,3.6,16.92,0,0,0,0,0,0,28,443,42,0,0,0
"72",2014-04-03 20:15:00,93,0,0,4,3,4,2014,20,15,18.54,18,3.6,16.92,0,0,0,0,0,0,23,512,42,0,0,0
"73",2014-04-03 20:30:00,86,0,0,4,3,4,2014,20,30,16.88,23,3.6,15.22,0,0,0,0,0,0,23,595,42,0,0,0
"74",2014-04-03 20:45:00,65,0,1,4,3,4,2014,20,45,16.88,23,3.6,15.22,0,0,0,0,0,0,23,632,42,0,0,0
"75",2014-04-03 21:00:00,64,0,1,4,3,4,2014,21,0,16.88,23,3.6,15.22,0,0,0,0,0,0,23,697,42,0,0,0
"76",2014-04-03 21:15:00,66,0,1,4,3,4,2014,21,15,16.88,23,3.6,15.22,0,0,0,0,0,0,23,682,42,0,0,0
"77",2014-04-03 21:30:00,52,0,1,4,3,4,2014,21,30,16.15,24,2.6,14.45,0,0,0,0,0,0,23,743,42,0,0,0
"78",2014-04-03 21:45:00,74,0,1,4,3,4,2014,21,45,16.15,24,2.6,14.45,0,0,0,0,0,0,23,775,42,0,0,0
"79",2014-04-03 22:00:00,65,0,1,4,3,4,2014,22,0,16.15,24,2.6,14.45,0,0,0,0,0,1,23,806,42,0,0,0
"80",2014-04-03 22:15:00,70,0,1,4,3,4,2014,22,15,16.15,24,2.6,14.45,0,0,0,0,0,0,20,779,42,0,0,0
"81",2014-04-03 22:30:00,65,0,1,4,3,4,2014,22,30,14.34,30,5.7,12.61,0,0,0,0,0,0,20,780,42,0,0,0
"82",2014-04-03 22:45:00,47,0,1,4,3,4,2014,22,45,14.34,30,5.7,12.61,0,0,0,0,0,0,20,877,42,0,0,0
"83",2014-04-03 23:00:00,25,0,1,4,3,4,2014,23,0,14.34,30,5.7,12.61,0,0,0,0,0,0,20,884,42,0,0,0
"84",2014-04-03 23:15:00,11,0,1,4,3,4,2014,23,15,14.34,30,5.7,12.61,0,0,0,0,0,0,19,864,42,0,0,0
"85",2014-04-03 23:30:00,21,0,1,4,3,4,2014,23,30,12.72,36,3.6,10.99,0,0,0,0,0,0,19,859,42,0,0,0
"86",2014-04-03 23:45:00,17,0,1,4,3,4,2014,23,45,12.72,36,3.6,10.99,0,0,0,0,0,0,19,805,42,0,0,0
"87",2014-04-04 00:00:00,0,0,1,5,4,4,2014,0,0,12.72,36,3.6,10.99,0,0,0,0,0,0,18,796,38,0,0,0
"88",2014-04-04 17:00:00,101,0,0,5,4,4,2014,17,0,6.21,65,7.72,1.83,100,0,0,0,0,1,41,700,38,0,0,0
"89",2014-04-04 17:15:00,112,0,0,5,4,4,2014,17,15,6.21,65,7.72,1.83,100,0,0,0,0,0,37,727,38,0,0,0
"90",2014-04-04 17:30:00,97,0,0,5,4,4,2014,17,30,6.03,74,8.23,1.44,100,1,0,0,0,0,37,711,38,0,0,0
"91",2014-04-04 17:45:00,97,0,0,5,4,4,2014,17,45,6.03,74,8.23,1.44,100,1,0,0,0,0,37,702,38,0,0,0
"92",2014-04-04 18:00:00,97,0,0,5,4,4,2014,18,0,6.03,74,8.23,1.44,100,1,0,0,0,0,38,667,38,0,0,0
"93",2014-04-04 18:15:00,115,0,0,5,4,4,2014,18,15,6.03,74,8.23,1.44,100,1,0,0,0,0,30,574,38,0,0,0
"94",2014-04-04 18:30:00,95,0,0,5,4,4,2014,18,30,5.75,77,7.2,1.41,100,1,0,0,0,0,31,530,38,0,0,0
"95",2014-04-04 18:45:00,126,0,0,5,4,4,2014,18,45,5.75,77,7.2,1.41,100,1,0,0,0,0,31,527,38,0,0,0
"96",2014-04-04 19:00:00,105,0,0,5,4,4,2014,19,0,5.75,77,7.2,1.41,100,1,0,0,0,0,31,452,38,0,0,0
"97",2014-04-04 19:15:00,80,0,0,5,4,4,2014,19,15,5.75,77,7.2,1.41,100,1,0,0,0,0,27,480,38,0,0,0
"98",2014-04-04 19:30:00,87,0,0,5,4,4,2014,19,30,5.73,78,6.7,1.56,100,1,0,0,0,0,26,414,38,0,0,0
"99",2014-04-04 19:45:00,54,0,0,5,4,4,2014,19,45,5.73,78,6.7,1.56,100,1,0,0,0,1,26,390,38,0,0,0
"100",2014-04-04 20:00:00,58,0,0,5,4,4,2014,20,0,5.73,78,6.7,1.56,100,1,0,0,0,0,27,418,38,0,0,0
"101",2014-04-04 20:15:00,63,0,0,5,4,4,2014,20,15,5.73,78,6.7,1.56,100,1,0,0,0,0,23,487,38,0,0,0
"102",2014-04-04 20:30:00,40,0,0,5,4,4,2014,20,30,5.92,75,7.2,1.63,100,0,0,0,0,0,23,549,38,0,0,0
"103",2014-04-04 20:45:00,39,0,1,5,4,4,2014,20,45,5.92,75,7.2,1.63,100,0,0,0,0,0,23,558,38,0,0,0
"104",2014-04-04 21:00:00,109,0,1,5,4,4,2014,21,0,5.92,75,7.2,1.63,100,0,0,0,0,0,23,686,38,0,0,0
"105",2014-04-04 21:15:00,71,0,1,5,4,4,2014,21,15,5.92,75,7.2,1.63,100,0,0,0,0,0,23,683,38,0,0,0
"106",2014-04-04 21:30:00,78,0,1,5,4,4,2014,21,30,5.07,81,7.2,0.53,100,1,0,0,0,0,23,741,38,0,0,0
"107",2014-04-04 21:45:00,40,0,1,5,4,4,2014,21,45,5.07,81,7.2,0.53,100,1,0,0,0,0,23,769,38,0,0,0
"108",2014-04-04 22:00:00,48,0,1,5,4,4,2014,22,0,5.07,81,7.2,0.53,100,1,0,1,0,1,23,788,38,0,0,0
"109",2014-04-04 22:15:00,32,0,1,5,4,4,2014,22,15,5.07,81,7.2,0.53,100,1,0,0,0,0,22,802,38,0,0,0
"110",2014-04-04 22:30:00,36,0,1,5,4,4,2014,22,30,4.9,87,5.14,1.15,100,1,0,0,0,0,22,826,38,0,0,0
"111",2014-04-04 22:45:00,40,0,1,5,4,4,2014,22,45,4.9,87,5.14,1.15,100,1,0,0,0,0,22,808,38,0,0,0
"112",2014-04-04 23:00:00,33,0,1,5,4,4,2014,23,0,4.9,87,5.14,1.15,100,1,0,0,0,0,22,846,38,0,0,0
"113",2014-04-04 23:15:00,33,0,1,5,4,4,2014,23,15,4.9,87,5.14,1.15,100,1,0,1,0,1,20,884,38,0,0,0
"114",2014-04-04 23:30:00,22,0,1,5,4,4,2014,23,30,4.24,90,4.6,0.59,100,1,0,0,0,0,20,833,38,0,0,0
"115",2014-04-04 23:45:00,24,0,1,5,4,4,2014,23,45,4.24,90,4.6,0.59,100,1,0,0,0,0,20,817,38,0,0,0
"116",2014-04-05 00:00:00,0,1,1,6,5,4,2014,0,0,4.24,90,4.6,0.59,100,1,0,0,0,0,18,799,43,0,0,0
"117",2014-04-05 17:00:00,51,1,0,6,5,4,2014,17,0,10.53,42,8.23,8.74,100,0,0,0,0,0,50,654,43,0,0,0
"118",2014-04-05 17:15:00,35,1,0,6,5,4,2014,17,15,10.53,42,8.23,8.74,100,0,0,1,0,1,39,599,43,0,0,0
"119",2014-04-05 17:30:00,35,1,0,6,5,4,2014,17,30,11.05,40,12.34,9.25,100,0,0,0,0,0,39,609,43,0,0,0
"120",2014-04-05 17:45:00,32,1,0,6,5,4,2014,17,45,11.05,40,12.34,9.25,100,0,0,0,0,1,38,555,43,0,0,0
"121",2014-04-05 18:00:00,28,1,0,6,5,4,2014,18,0,11.05,40,12.34,9.25,100,0,0,0,0,0,38,556,43,0,0,0
"122",2014-04-05 18:15:00,43,1,0,6,5,4,2014,18,15,11.05,40,12.34,9.25,100,0,0,0,0,0,33,509,43,0,0,0
"123",2014-04-05 18:30:00,36,1,0,6,5,4,2014,18,30,11.69,38,8.74,9.91,100,0,0,0,0,0,33,539,43,0,0,0
"124",2014-04-05 18:45:00,40,1,0,6,5,4,2014,18,45,11.69,38,8.74,9.91,100,0,0,0,0,0,33,563,43,0,0,0
"125",2014-04-05 19:00:00,28,1,0,6,5,4,2014,19,0,11.69,38,8.74,9.91,100,0,0,0,0,0,33,505,43,0,0,0
"126",2014-04-05 19:15:00,39,1,0,6,5,4,2014,19,15,11.69,38,8.74,9.91,100,0,0,0,0,0,28,415,43,0,0,0
"127",2014-04-05 19:30:00,39,1,0,6,5,4,2014,19,30,11.91,38,10.79,10.15,40,0,0,0,0,0,28,407,43,0,0,0
"128",2014-04-05 19:45:00,26,1,0,6,5,4,2014,19,45,11.91,38,10.79,10.15,40,0,0,0,0,0,28,381,43,0,0,0
"129",2014-04-05 20:00:00,33,1,0,6,5,4,2014,20,0,11.91,38,10.79,10.15,40,0,0,0,0,2,30,402,43,0,0,0
"130",2014-04-05 20:15:00,37,1,0,6,5,4,2014,20,15,11.91,38,10.79,10.15,40,0,0,0,0,1,26,441,43,0,0,0
"131",2014-04-05 20:30:00,33,1,0,6,5,4,2014,20,30,11.91,34,7.72,10.04,40,0,0,1,0,1,26,511,43,0,0,0
"132",2014-04-05 20:45:00,63,1,1,6,5,4,2014,20,45,11.91,34,7.72,10.04,40,0,0,0,0,1,26,604,43,0,0,0
"133",2014-04-05 21:00:00,40,1,1,6,5,4,2014,21,0,11.91,34,7.72,10.04,40,0,0,0,0,0,26,657,43,0,0,0
"134",2014-04-05 21:15:00,37,1,1,6,5,4,2014,21,15,11.91,34,7.72,10.04,40,0,0,0,0,0,25,728,43,0,0,0
"135",2014-04-05 21:30:00,28,1,1,6,5,4,2014,21,30,11.01,39,10.28,9.18,40,0,0,0,0,0,25,686,43,0,0,0
"136",2014-04-05 21:45:00,44,1,1,6,5,4,2014,21,45,11.01,39,10.28,9.18,40,0,0,0,0,0,25,756,43,0,0,0
"137",2014-04-05 22:00:00,28,1,1,6,5,4,2014,22,0,11.01,39,10.28,9.18,40,0,0,0,0,0,25,742,43,0,0,0
"138",2014-04-05 22:15:00,22,1,1,6,5,4,2014,22,15,11.01,39,10.28,9.18,40,0,0,0,0,0,22,709,43,0,0,0
"139",2014-04-05 22:30:00,40,1,1,6,5,4,2014,22,30,10.05,38,9.3,8.1,0,0,0,0,0,0,22,686,43,0,0,0
"140",2014-04-05 22:45:00,49,1,1,6,5,4,2014,22,45,10.05,38,9.3,8.1,0,0,0,0,0,0,22,716,43,0,0,0
"141",2014-04-05 23:00:00,45,1,1,6,5,4,2014,23,0,10.05,38,9.3,8.1,0,0,0,0,0,0,22,749,43,0,0,0
"142",2014-04-05 23:15:00,49,1,1,6,5,4,2014,23,15,10.05,38,9.3,8.1,0,0,0,0,0,0,21,720,43,0,0,0
"143",2014-04-05 23:30:00,42,1,1,6,5,4,2014,23,30,8.08,44,8.74,3.98,0,0,0,0,0,0,21,785,43,0,0,0
"144",2014-04-05 23:45:00,39,1,1,6,5,4,2014,23,45,8.08,44,8.74,3.98,0,0,0,0,0,0,21,847,43,0,0,0
"145",2014-04-06 00:00:00,1,1,1,7,6,4,2014,0,0,8.08,44,8.74,3.98,0,0,0,0,0,0,20,727,19,0,0,0
"146",2014-04-06 17:00:00,19,1,0,7,6,4,2014,17,0,10.26,27,4.12,8.05,0,0,0,0,0,1,48,573,19,0,0,0
"147",2014-04-06 17:15:00,16,1,0,7,6,4,2014,17,15,10.26,27,4.12,8.05,0,0,0,0,0,1,36,507,19,0,0,0
"148",2014-04-06 17:30:00,10,1,0,7,6,4,2014,17,30,11.98,22,4.12,9.81,0,0,0,0,0,0,36,618,19,0,0,0
"149",2014-04-06 17:45:00,18,1,0,7,6,4,2014,17,45,11.98,22,4.12,9.81,0,0,0,0,0,0,36,615,19,0,0,0
"150",2014-04-06 18:00:00,17,1,0,7,6,4,2014,18,0,11.98,22,4.12,9.81,0,0,0,0,0,0,37,582,19,0,0,0
"151",2014-04-06 18:15:00,15,1,0,7,6,4,2014,18,15,11.98,22,4.12,9.81,0,0,0,0,0,0,32,446,19,0,0,0
"152",2014-04-06 18:30:00,11,1,0,7,6,4,2014,18,30,14.05,22,4.63,12.09,0,0,0,0,0,0,32,487,19,0,0,0
"153",2014-04-06 18:45:00,21,1,0,7,6,4,2014,18,45,14.05,22,4.63,12.09,0,0,0,0,0,0,32,602,19,0,0,0
"154",2014-04-06 19:00:00,17,1,0,7,6,4,2014,19,0,14.05,22,4.63,12.09,0,0,0,1,0,1,31,548,19,0,0,0
"155",2014-04-06 19:15:00,9,1,0,7,6,4,2014,19,15,14.05,22,4.63,12.09,0,0,0,0,0,0,26,457,19,0,0,0
"156",2014-04-06 19:30:00,12,1,0,7,6,4,2014,19,30,14.37,19,2.6,12.36,0,0,0,0,0,0,26,433,19,0,0,0
"157",2014-04-06 19:45:00,13,1,0,7,6,4,2014,19,45,14.37,19,2.6,12.36,0,0,0,0,0,0,26,435,19,0,0,0
"158",2014-04-06 20:00:00,9,1,0,7,6,4,2014,20,0,14.37,19,2.6,12.36,0,0,0,0,0,0,27,445,19,0,0,0
"159",2014-04-06 20:15:00,6,1,0,7,6,4,2014,20,15,14.37,19,2.6,12.36,0,0,0,0,0,0,23,464,19,0,0,0
"160",2014-04-06 20:30:00,10,1,0,7,6,4,2014,20,30,15.67,18,2.1,13.76,0,0,0,0,0,0,23,540,19,0,0,0
"161",2014-04-06 20:45:00,13,1,1,7,6,4,2014,20,45,15.67,18,2.1,13.76,0,0,0,0,0,0,23,575,19,0,0,0
"162",2014-04-06 21:00:00,14,1,1,7,6,4,2014,21,0,15.67,18,2.1,13.76,0,0,0,0,0,0,23,594,19,0,0,0
"163",2014-04-06 21:15:00,16,1,1,7,6,4,2014,21,15,15.67,18,2.1,13.76,0,0,0,0,0,0,23,596,19,0,0,0
"164",2014-04-06 21:30:00,4,1,1,7,6,4,2014,21,30,15.24,17,1.5,13.26,0,0,0,0,0,0,23,621,19,0,0,0
"165",2014-04-06 21:45:00,7,1,1,7,6,4,2014,21,45,15.24,17,1.5,13.26,0,0,0,0,0,0,23,715,19,0,0,0
"166",2014-04-06 22:00:00,5,1,1,7,6,4,2014,22,0,15.24,17,1.5,13.26,0,0,0,0,0,0,23,717,19,0,0,0
"167",2014-04-06 22:15:00,5,1,1,7,6,4,2014,22,15,15.24,17,1.5,13.26,0,0,0,0,0,0,20,587,19,0,0,0
"168",2014-04-06 22:30:00,5,1,1,7,6,4,2014,22,30,12.09,34,5.14,10.24,0,0,0,0,0,0,20,571,19,0,0,0
"169",2014-04-06 22:45:00,9,1,1,7,6,4,2014,22,45,12.09,34,5.14,10.24,0,0,0,0,0,0,20,752,19,0,0,0
"170",2014-04-06 23:00:00,4,1,1,7,6,4,2014,23,0,12.09,34,5.14,10.24,0,0,0,0,0,0,20,703,19,0,0,0
"171",2014-04-06 23:15:00,4,1,1,7,6,4,2014,23,15,12.09,34,5.14,10.24,0,0,0,0,0,0,19,559,19,0,0,0
"172",2014-04-06 23:30:00,8,1,1,7,6,4,2014,23,30,9.89,40,5.1,7.41,0,0,0,0,0,0,19,662,19,0,0,0
"173",2014-04-06 23:45:00,3,1,1,7,6,4,2014,23,45,9.89,40,5.1,7.41,0,0,0,0,0,0,19,700,19,0,0,0
"174",2014-04-07 00:00:00,0,0,1,1,7,4,2014,0,0,9.89,40,5.1,7.41,0,0,0,0,0,0,19,491,30,0,0,0
"175",2014-04-07 17:00:00,101,0,0,1,7,4,2014,17,0,10.8,40,4.63,8.98,40,0,0,0,0,0,38,620,30,0,0,0
"176",2014-04-07 17:15:00,94,0,0,1,7,4,2014,17,15,10.8,40,4.63,8.98,40,0,0,0,0,1,37,644,30,0,0,0
"177",2014-04-07 17:30:00,108,0,0,1,7,4,2014,17,30,10.8,51,5.14,9.27,40,0,0,0,0,0,37,618,30,0,0,0
"178",2014-04-07 17:45:00,122,0,0,1,7,4,2014,17,45,10.8,51,5.14,9.27,40,0,0,0,0,0,37,665,30,0,0,0
"179",2014-04-07 18:00:00,123,0,0,1,7,4,2014,18,0,10.8,51,5.14,9.27,40,0,0,0,0,1,38,686,30,0,0,0
"180",2014-04-07 18:15:00,105,0,0,1,7,4,2014,18,15,10.8,51,5.14,9.27,40,0,0,0,0,1,31,640,30,0,0,0
"181",2014-04-07 18:30:00,90,0,0,1,7,4,2014,18,30,10.68,52,7.2,9.16,100,0,0,0,0,0,31,607,30,0,0,0
"182",2014-04-07 18:45:00,88,0,0,1,7,4,2014,18,45,10.68,52,7.2,9.16,100,0,0,0,0,0,31,575,30,0,0,0
"183",2014-04-07 19:00:00,96,0,0,1,7,4,2014,19,0,10.68,52,7.2,9.16,100,0,0,0,0,0,31,531,30,0,0,0
"184",2014-04-07 19:15:00,78,0,0,1,7,4,2014,19,15,10.68,52,7.2,9.16,100,0,0,0,0,0,28,527,30,0,0,0
"185",2014-04-07 19:30:00,90,0,0,1,7,4,2014,19,30,10.12,55,8.8,8.62,100,1,0,0,0,0,28,472,30,0,0,0
"186",2014-04-07 19:45:00,78,0,0,1,7,4,2014,19,45,10.12,55,8.8,8.62,100,1,0,0,0,0,28,526,30,0,0,0
"187",2014-04-07 20:00:00,7,0,0,1,7,4,2014,20,0,10.12,55,8.8,8.62,100,1,0,0,0,0,29,547,30,0,0,0
"188",2014-04-07 20:15:00,67,0,0,1,7,4,2014,20,15,10.12,55,8.8,8.62,100,1,0,0,0,0,25,630,30,0,0,0
"189",2014-04-07 20:30:00,46,0,0,1,7,4,2014,20,30,9.97,58,4.63,7.7,100,1,0,1,0,1,25,691,30,0,0,0
