"","time_interval","number_of_pickups","is_weekend","is_night","dayInWeek","dayInMonth","month","hour","minute","feels_like","is_raining_last_hour","number_of_crashes","taxis_pickup_count","total_arrests","is_holiday","is_persons_injured"
"1005",2014-05-05 21:30:00,33,0,1,1,5,5,21,30,17.61,0,0,789,23,0,0
"1006",2014-05-05 21:45:00,41,0,1,1,5,5,21,45,17.61,0,0,851,23,0,0
"1007",2014-05-05 22:00:00,18,0,1,1,5,5,22,0,17.61,0,1,820,23,0,0
"1008",2014-05-05 22:15:00,15,0,1,1,5,5,22,15,17.61,0,1,847,23,0,0
"1009",2014-05-05 22:30:00,14,0,1,1,5,5,22,30,17.42,0,0,865,23,0,0
"1010",2014-05-05 22:45:00,18,0,1,1,5,5,22,45,17.42,0,0,807,23,0,0
"1011",2014-05-05 23:00:00,19,0,1,1,5,5,23,0,17.42,0,0,807,23,0,0
"1012",2014-05-05 23:15:00,9,0,1,1,5,5,23,15,17.42,0,0,683,23,0,0
"1013",2014-05-05 23:30:00,10,0,1,1,5,5,23,30,16.62,0,0,745,23,0,0
"1014",2014-05-05 23:45:00,11,0,1,1,5,5,23,45,16.62,0,0,769,23,0,0
"1015",2014-05-06 00:00:00,0,0,1,2,6,5,0,0,16.62,0,0,782,36,0,0
"1016",2014-05-06 17:00:00,65,0,0,2,6,5,17,0,17.2,0,0,659,36,0,0
"1017",2014-05-06 17:15:00,88,0,0,2,6,5,17,15,17.2,0,0,678,36,0,0
"1018",2014-05-06 17:30:00,92,0,0,2,6,5,17,30,19.16,0,0,644,36,0,0
"1019",2014-05-06 17:45:00,92,0,0,2,6,5,17,45,19.16,0,1,619,36,0,1
"1020",2014-05-06 18:00:00,59,0,0,2,6,5,18,0,19.16,0,1,669,36,0,0
"1021",2014-05-06 18:15:00,56,0,0,2,6,5,18,15,19.16,0,1,616,36,0,0
"1022",2014-05-06 18:30:00,66,0,0,2,6,5,18,30,19.45,0,0,555,36,0,0
"1023",2014-05-06 18:45:00,51,0,0,2,6,5,18,45,19.45,0,0,526,36,0,0
"1024",2014-05-06 19:00:00,59,0,0,2,6,5,19,0,19.45,0,1,515,36,0,1
"1025",2014-05-06 19:15:00,54,0,0,2,6,5,19,15,19.45,0,0,427,36,0,0
"1026",2014-05-06 19:30:00,37,0,0,2,6,5,19,30,18.95,0,2,387,36,0,1
"1027",2014-05-06 19:45:00,58,0,0,2,6,5,19,45,18.95,0,0,433,36,0,0
"1028",2014-05-06 20:00:00,52,0,0,2,6,5,20,0,18.95,0,0,427,36,0,0
"1029",2014-05-06 20:15:00,57,0,0,2,6,5,20,15,18.95,0,0,533,36,0,0
"1030",2014-05-06 20:30:00,52,0,0,2,6,5,20,30,19.25,0,0,590,36,0,0
"1031",2014-05-06 20:45:00,60,0,1,2,6,5,20,45,19.25,0,0,639,36,0,0
"1032",2014-05-06 21:00:00,42,0,1,2,6,5,21,0,19.25,0,0,668,36,0,0
"1033",2014-05-06 21:15:00,40,0,1,2,6,5,21,15,19.25,0,0,706,36,0,0
"1034",2014-05-06 21:30:00,29,0,1,2,6,5,21,30,17.63,0,0,726,36,0,0
"1035",2014-05-06 21:45:00,36,0,1,2,6,5,21,45,17.63,0,0,783,36,0,0
"1036",2014-05-06 22:00:00,20,0,1,2,6,5,22,0,17.63,0,1,820,36,0,0
"1037",2014-05-06 22:15:00,18,0,1,2,6,5,22,15,17.63,0,1,847,36,0,0
"1038",2014-05-06 22:30:00,16,0,1,2,6,5,22,30,16.77,0,1,829,36,0,0
"1039",2014-05-06 22:45:00,19,0,1,2,6,5,22,45,16.77,0,0,840,36,0,0
"1040",2014-05-06 23:00:00,17,0,1,2,6,5,23,0,16.77,0,0,773,36,0,0
"1041",2014-05-06 23:15:00,7,0,1,2,6,5,23,15,16.77,0,0,735,36,0,0
"1042",2014-05-06 23:30:00,21,0,1,2,6,5,23,30,16.33,0,0,743,36,0,0
"1043",2014-05-06 23:45:00,9,0,1,2,6,5,23,45,16.33,0,0,833,36,0,0
"1044",2014-05-07 00:00:00,0,0,1,3,7,5,0,0,16.33,0,0,764,42,0,0
"1045",2014-05-07 17:00:00,87,0,0,3,7,5,17,0,18.39,0,0,649,42,0,0
"1046",2014-05-07 17:15:00,75,0,0,3,7,5,17,15,18.39,0,0,659,42,0,0
"1047",2014-05-07 17:30:00,108,0,0,3,7,5,17,30,18.35,0,1,676,42,0,0
"1048",2014-05-07 17:45:00,120,0,0,3,7,5,17,45,18.35,0,0,599,42,0,0
"1049",2014-05-07 18:00:00,99,0,0,3,7,5,18,0,18.35,0,1,572,42,0,0
"1050",2014-05-07 18:15:00,81,0,0,3,7,5,18,15,18.35,0,0,543,42,0,0
"1051",2014-05-07 18:30:00,85,0,0,3,7,5,18,30,19.1,0,1,548,42,0,0
"1052",2014-05-07 18:45:00,61,0,0,3,7,5,18,45,19.1,0,0,508,42,0,0
"1053",2014-05-07 19:00:00,67,0,0,3,7,5,19,0,19.1,0,0,439,42,0,0
"1054",2014-05-07 19:15:00,59,0,0,3,7,5,19,15,19.1,0,0,424,42,0,0
"1055",2014-05-07 19:30:00,57,0,0,3,7,5,19,30,17.74,0,1,398,42,0,0
"1056",2014-05-07 19:45:00,45,0,0,3,7,5,19,45,17.74,0,1,385,42,0,0
"1057",2014-05-07 20:00:00,76,0,0,3,7,5,20,0,17.74,0,0,397,42,0,0
"1058",2014-05-07 20:15:00,44,0,0,3,7,5,20,15,17.74,0,0,423,42,0,0
"1059",2014-05-07 20:30:00,56,0,0,3,7,5,20,30,16.73,0,0,493,42,0,0
"1060",2014-05-07 20:45:00,80,0,1,3,7,5,20,45,16.73,0,0,523,42,0,0
"1061",2014-05-07 21:00:00,86,0,1,3,7,5,21,0,16.73,0,0,559,42,0,0
"1062",2014-05-07 21:15:00,83,0,1,3,7,5,21,15,16.73,0,0,564,42,0,0
"1063",2014-05-07 21:30:00,62,0,1,3,7,5,21,30,14.84,0,0,610,42,0,0
"1064",2014-05-07 21:45:00,56,0,1,3,7,5,21,45,14.84,0,0,654,42,0,0
"1065",2014-05-07 22:00:00,44,0,1,3,7,5,22,0,14.84,0,0,716,42,0,0
"1066",2014-05-07 22:15:00,34,0,1,3,7,5,22,15,14.84,0,0,769,42,0,0
"1067",2014-05-07 22:30:00,32,0,1,3,7,5,22,30,13.77,0,0,797,42,0,0
"1068",2014-05-07 22:45:00,25,0,1,3,7,5,22,45,13.77,0,0,786,42,0,0
"1069",2014-05-07 23:00:00,17,0,1,3,7,5,23,0,13.77,0,0,764,42,0,0
"1070",2014-05-07 23:15:00,23,0,1,3,7,5,23,15,13.77,0,0,794,42,0,0
"1071",2014-05-07 23:30:00,14,0,1,3,7,5,23,30,14.15,0,1,828,42,0,0
"1072",2014-05-07 23:45:00,13,0,1,3,7,5,23,45,14.15,0,0,844,42,0,0
"1073",2014-05-08 00:00:00,0,0,1,4,8,5,0,0,14.15,0,0,906,45,0,0
"1074",2014-05-08 17:00:00,93,0,0,4,8,5,17,0,12.64,0,0,698,45,0,0
"1075",2014-05-08 17:15:00,95,0,0,4,8,5,17,15,12.64,0,0,650,45,0,0
"1076",2014-05-08 17:30:00,114,0,0,4,8,5,17,30,12.81,0,0,605,45,0,0
"1077",2014-05-08 17:45:00,97,0,0,4,8,5,17,45,12.81,0,0,536,45,0,0
"1078",2014-05-08 18:00:00,100,0,0,4,8,5,18,0,12.81,0,0,556,45,0,0
"1079",2014-05-08 18:15:00,80,0,0,4,8,5,18,15,12.81,0,0,525,45,0,0
"1080",2014-05-08 18:30:00,81,0,0,4,8,5,18,30,13.05,0,0,533,45,0,0
"1081",2014-05-08 18:45:00,72,0,0,4,8,5,18,45,13.05,0,0,487,45,0,0
"1082",2014-05-08 19:00:00,57,0,0,4,8,5,19,0,13.05,0,1,458,45,0,0
"1083",2014-05-08 19:15:00,71,0,0,4,8,5,19,15,13.05,0,0,397,45,0,0
"1084",2014-05-08 19:30:00,72,0,0,4,8,5,19,30,13.4,0,0,375,45,0,0
"1085",2014-05-08 19:45:00,78,0,0,4,8,5,19,45,13.4,0,0,356,45,0,0
"1086",2014-05-08 20:00:00,67,0,0,4,8,5,20,0,13.4,0,0,388,45,0,0
"1087",2014-05-08 20:15:00,63,0,0,4,8,5,20,15,13.4,0,0,426,45,0,0
"1088",2014-05-08 20:30:00,66,0,0,4,8,5,20,30,12.83,0,1,499,45,0,0
"1089",2014-05-08 20:45:00,78,0,1,4,8,5,20,45,12.83,0,0,559,45,0,0
"1090",2014-05-08 21:00:00,57,0,1,4,8,5,21,0,12.83,0,2,593,45,0,1
"1091",2014-05-08 21:15:00,76,0,1,4,8,5,21,15,12.83,0,0,634,45,0,0
"1092",2014-05-08 21:30:00,76,0,1,4,8,5,21,30,13.68,0,0,640,45,0,0
"1093",2014-05-08 21:45:00,63,0,1,4,8,5,21,45,13.68,0,0,679,45,0,0
"1094",2014-05-08 22:00:00,39,0,1,4,8,5,22,0,13.68,0,0,768,45,0,0
"1095",2014-05-08 22:15:00,60,0,1,4,8,5,22,15,13.68,0,0,755,45,0,0
"1096",2014-05-08 22:30:00,30,0,1,4,8,5,22,30,12.89,0,0,837,45,0,0
"1097",2014-05-08 22:45:00,29,0,1,4,8,5,22,45,12.89,0,0,801,45,0,0
"1098",2014-05-08 23:00:00,26,0,1,4,8,5,23,0,12.89,0,0,820,45,0,0
"1099",2014-05-08 23:15:00,18,0,1,4,8,5,23,15,12.89,0,0,776,45,0,0
"1100",2014-05-08 23:30:00,15,0,1,4,8,5,23,30,12.81,0,1,855,45,0,1
"1101",2014-05-08 23:45:00,9,0,1,4,8,5,23,45,12.81,0,0,880,45,0,0
"1102",2014-05-09 00:00:00,1,0,1,5,9,5,0,0,12.81,0,0,873,31,0,0
"1103",2014-05-09 17:00:00,96,0,0,5,9,5,17,0,15.97,0,0,560,31,0,0
"1104",2014-05-09 17:15:00,103,0,0,5,9,5,17,15,15.97,0,1,598,31,0,0
"1105",2014-05-09 17:30:00,90,0,0,5,9,5,17,30,16.07,0,0,584,31,0,0
"1106",2014-05-09 17:45:00,113,0,0,5,9,5,17,45,16.07,0,0,590,31,0,0
"1107",2014-05-09 18:00:00,134,0,0,5,9,5,18,0,16.07,0,0,550,31,0,0
"1108",2014-05-09 18:15:00,120,0,0,5,9,5,18,15,16.07,0,0,511,31,0,0
"1109",2014-05-09 18:30:00,121,0,0,5,9,5,18,30,15.27,0,0,462,31,0,0
"1110",2014-05-09 18:45:00,81,0,0,5,9,5,18,45,15.27,0,1,459,31,0,1
"1111",2014-05-09 19:00:00,88,0,0,5,9,5,19,0,15.27,0,0,398,31,0,0
"1112",2014-05-09 19:15:00,66,0,0,5,9,5,19,15,15.27,0,0,380,31,0,0
"1113",2014-05-09 19:30:00,58,0,0,5,9,5,19,30,15.23,0,0,334,31,0,0
"1114",2014-05-09 19:45:00,47,0,0,5,9,5,19,45,15.23,0,0,311,31,0,0
"1115",2014-05-09 20:00:00,47,0,0,5,9,5,20,0,15.23,0,0,382,31,0,0
"1116",2014-05-09 20:15:00,27,0,0,5,9,5,20,15,15.23,0,0,503,31,0,0
"1117",2014-05-09 20:30:00,31,0,0,5,9,5,20,30,16.35,0,0,468,31,0,0
"1118",2014-05-09 20:45:00,49,0,1,5,9,5,20,45,16.35,0,0,545,31,0,0
"1119",2014-05-09 21:00:00,36,0,1,5,9,5,21,0,16.35,0,0,615,31,0,0
"1120",2014-05-09 21:15:00,41,0,1,5,9,5,21,15,16.35,0,0,690,31,0,0
"1121",2014-05-09 21:30:00,35,0,1,5,9,5,21,30,16.89,0,0,730,31,0,0
"1122",2014-05-09 21:45:00,34,0,1,5,9,5,21,45,16.89,0,0,681,31,0,0
"1123",2014-05-09 22:00:00,102,0,1,5,9,5,22,0,16.89,0,0,735,31,0,0
"1124",2014-05-09 22:15:00,85,0,1,5,9,5,22,15,16.89,0,0,773,31,0,0
"1125",2014-05-09 22:30:00,43,0,1,5,9,5,22,30,16.53,0,0,792,31,0,0
"1126",2014-05-09 22:45:00,47,0,1,5,9,5,22,45,16.53,0,0,797,31,0,0
"1127",2014-05-09 23:00:00,52,0,1,5,9,5,23,0,16.53,0,0,765,31,0,0
"1128",2014-05-09 23:15:00,36,0,1,5,9,5,23,15,16.53,0,0,762,31,0,0
"1129",2014-05-09 23:30:00,31,0,1,5,9,5,23,30,16.88,0,1,778,31,0,0
"1130",2014-05-09 23:45:00,45,0,1,5,9,5,23,45,16.88,0,0,796,31,0,0
"1131",2014-05-10 00:00:00,3,1,1,6,10,5,0,0,16.88,0,0,866,36,0,0
"1132",2014-05-10 17:00:00,65,1,0,6,10,5,17,0,27.41,0,0,585,36,0,0
"1133",2014-05-10 17:15:00,45,1,0,6,10,5,17,15,27.41,0,1,569,36,0,0
"1134",2014-05-10 17:30:00,48,1,0,6,10,5,17,30,28.42,0,0,713,36,0,0
"1135",2014-05-10 17:45:00,58,1,0,6,10,5,17,45,28.42,0,0,694,36,0,0
"1136",2014-05-10 18:00:00,51,1,0,6,10,5,18,0,28.42,0,0,633,36,0,0
"1137",2014-05-10 18:15:00,40,1,0,6,10,5,18,15,28.42,0,0,543,36,0,0
"1138",2014-05-10 18:30:00,36,1,0,6,10,5,18,30,22.83,1,0,522,36,0,0
"1139",2014-05-10 18:45:00,30,1,0,6,10,5,18,45,22.83,1,0,607,36,0,0
"1140",2014-05-10 19:00:00,37,1,0,6,10,5,19,0,22.83,1,0,523,36,0,0
"1141",2014-05-10 19:15:00,35,1,0,6,10,5,19,15,22.83,1,0,500,36,0,0
"1142",2014-05-10 19:30:00,28,1,0,6,10,5,19,30,23.78,1,0,449,36,0,0
"1143",2014-05-10 19:45:00,22,1,0,6,10,5,19,45,23.78,1,0,442,36,0,0
"1144",2014-05-10 20:00:00,27,1,0,6,10,5,20,0,23.78,1,0,417,36,0,0
"1145",2014-05-10 20:15:00,15,1,0,6,10,5,20,15,23.78,1,0,423,36,0,0
"1146",2014-05-10 20:30:00,17,1,0,6,10,5,20,30,22.22,1,0,530,36,0,0
"1147",2014-05-10 20:45:00,25,1,1,6,10,5,20,45,22.22,1,0,607,36,0,0
"1148",2014-05-10 21:00:00,18,1,1,6,10,5,21,0,22.22,1,0,606,36,0,0
"1149",2014-05-10 21:15:00,12,1,1,6,10,5,21,15,22.22,1,0,620,36,0,0
"1150",2014-05-10 21:30:00,21,1,1,6,10,5,21,30,20.02,1,0,691,36,0,0
"1151",2014-05-10 21:45:00,24,1,1,6,10,5,21,45,20.02,1,0,710,36,0,0
"1152",2014-05-10 22:00:00,19,1,1,6,10,5,22,0,20.02,1,1,749,36,0,0
"1153",2014-05-10 22:15:00,18,1,1,6,10,5,22,15,20.02,1,0,751,36,0,0
"1154",2014-05-10 22:30:00,31,1,1,6,10,5,22,30,21.04,1,1,758,36,0,1
"1155",2014-05-10 22:45:00,35,1,1,6,10,5,22,45,21.04,1,0,801,36,0,0
"1156",2014-05-10 23:00:00,31,1,1,6,10,5,23,0,21.04,1,0,662,36,0,0
"1157",2014-05-10 23:15:00,30,1,1,6,10,5,23,15,21.04,1,0,676,36,0,0
"1158",2014-05-10 23:30:00,22,1,1,6,10,5,23,30,21.03,0,0,687,36,0,0
"1159",2014-05-10 23:45:00,17,1,1,6,10,5,23,45,21.03,0,0,712,36,0,0
"1160",2014-05-11 00:00:00,1,1,1,7,11,5,0,0,21.03,0,0,561,16,0,0
"1161",2014-05-11 17:00:00,23,1,0,7,11,5,17,0,25.03,0,0,524,16,0,0
"1162",2014-05-11 17:15:00,23,1,0,7,11,5,17,15,25.03,0,0,508,16,0,0
"1163",2014-05-11 17:30:00,26,1,0,7,11,5,17,30,24.69,0,0,479,16,0,0
"1164",2014-05-11 17:45:00,41,1,0,7,11,5,17,45,24.69,0,0,616,16,0,0
"1165",2014-05-11 18:00:00,25,1,0,7,11,5,18,0,24.69,0,0,560,16,0,0
"1166",2014-05-11 18:15:00,11,1,0,7,11,5,18,15,24.69,0,0,415,16,0,0
"1167",2014-05-11 18:30:00,19,1,0,7,11,5,18,30,26.2,0,0,497,16,0,0
"1168",2014-05-11 18:45:00,26,1,0,7,11,5,18,45,26.2,0,0,513,16,0,0
"1169",2014-05-11 19:00:00,15,1,0,7,11,5,19,0,26.2,0,0,486,16,0,0
"1170",2014-05-11 19:15:00,26,1,0,7,11,5,19,15,26.2,0,0,420,16,0,0
"1171",2014-05-11 19:30:00,28,1,0,7,11,5,19,30,26.37,0,0,461,16,0,0
"1172",2014-05-11 19:45:00,42,1,0,7,11,5,19,45,26.37,0,0,418,16,0,0
"1173",2014-05-11 20:00:00,26,1,0,7,11,5,20,0,26.37,0,0,385,16,0,0
"1174",2014-05-11 20:15:00,27,1,0,7,11,5,20,15,26.37,0,0,470,16,0,0
"1175",2014-05-11 20:30:00,25,1,0,7,11,5,20,30,26,0,0,528,16,0,0
"1176",2014-05-11 20:45:00,61,1,1,7,11,5,20,45,26,0,0,553,16,0,0
"1177",2014-05-11 21:00:00,30,1,1,7,11,5,21,0,26,0,0,548,16,0,0
"1178",2014-05-11 21:15:00,34,1,1,7,11,5,21,15,26,0,0,605,16,0,0
"1179",2014-05-11 21:30:00,26,1,1,7,11,5,21,30,25.91,0,1,632,16,0,0
"1180",2014-05-11 21:45:00,30,1,1,7,11,5,21,45,25.91,0,0,728,16,0,0
"1181",2014-05-11 22:00:00,22,1,1,7,11,5,22,0,25.91,0,0,719,16,0,0
"1182",2014-05-11 22:15:00,5,1,1,7,11,5,22,15,25.91,0,0,583,16,0,0
"1183",2014-05-11 22:30:00,7,1,1,7,11,5,22,30,26.2,0,0,581,16,0,0
"1184",2014-05-11 22:45:00,6,1,1,7,11,5,22,45,26.2,0,0,779,16,0,0
"1185",2014-05-11 23:00:00,5,1,1,7,11,5,23,0,26.2,0,1,651,16,0,1
"1186",2014-05-11 23:15:00,10,1,1,7,11,5,23,15,26.2,0,0,605,16,0,0
"1187",2014-05-11 23:30:00,7,1,1,7,11,5,23,30,24.17,0,0,704,16,0,0
"1188",2014-05-11 23:45:00,2,1,1,7,11,5,23,45,24.17,0,0,798,16,0,0
"1189",2014-05-12 00:00:00,0,0,1,1,12,5,0,0,24.17,0,0,650,24,0,0
"1190",2014-05-12 17:00:00,96,0,0,1,12,5,17,0,28.32,0,0,645,24,0,0
"1191",2014-05-12 17:15:00,74,0,0,1,12,5,17,15,28.32,0,0,612,24,0,0
"1192",2014-05-12 17:30:00,73,0,0,1,12,5,17,30,27.11,0,1,667,24,0,0
"1193",2014-05-12 17:45:00,78,0,0,1,12,5,17,45,27.11,0,2,638,24,0,1
"1194",2014-05-12 18:00:00,43,0,0,1,12,5,18,0,27.11,0,0,635,24,0,0
"1195",2014-05-12 18:15:00,44,0,0,1,12,5,18,15,27.11,0,0,581,24,0,0
"1196",2014-05-12 18:30:00,36,0,0,1,12,5,18,30,27.64,0,1,606,24,0,1
"1197",2014-05-12 18:45:00,45,0,0,1,12,5,18,45,27.64,0,0,517,24,0,0
"1198",2014-05-12 19:00:00,25,0,0,1,12,5,19,0,27.64,0,0,507,24,0,0
"1199",2014-05-12 19:15:00,27,0,0,1,12,5,19,15,27.64,0,0,499,24,0,0
"1200",2014-05-12 19:30:00,22,0,0,1,12,5,19,30,26.19,0,0,458,24,0,0
"1201",2014-05-12 19:45:00,31,0,0,1,12,5,19,45,26.19,0,0,457,24,0,0
"1202",2014-05-12 20:00:00,32,0,0,1,12,5,20,0,26.19,0,0,497,24,0,0
"1203",2014-05-12 20:15:00,31,0,0,1,12,5,20,15,26.19,0,0,573,24,0,0
"1204",2014-05-12 20:30:00,28,0,0,1,12,5,20,30,26.23,0,2,609,24,0,0
"1205",2014-05-12 20:45:00,25,0,1,1,12,5,20,45,26.23,0,0,672,24,0,0
"1206",2014-05-12 21:00:00,17,0,1,1,12,5,21,0,26.23,0,0,608,24,0,0
"1207",2014-05-12 21:15:00,14,0,1,1,12,5,21,15,26.23,0,0,634,24,0,0
"1208",2014-05-12 21:30:00,14,0,1,1,12,5,21,30,25.47,0,0,715,24,0,0
"1209",2014-05-12 21:45:00,16,0,1,1,12,5,21,45,25.47,0,1,816,24,0,0
"1210",2014-05-12 22:00:00,8,0,1,1,12,5,22,0,25.47,0,0,817,24,0,0
"1211",2014-05-12 22:15:00,18,0,1,1,12,5,22,15,25.47,0,0,817,24,0,0
"1212",2014-05-12 22:30:00,17,0,1,1,12,5,22,30,25.46,0,0,662,24,0,0
"1213",2014-05-12 22:45:00,8,0,1,1,12,5,22,45,25.46,0,0,749,24,0,0
"1214",2014-05-12 23:00:00,9,0,1,1,12,5,23,0,25.46,0,0,702,24,0,0
"1215",2014-05-12 23:15:00,8,0,1,1,12,5,23,15,25.46,0,1,675,24,0,1
"1216",2014-05-12 23:30:00,10,0,1,1,12,5,23,30,25.39,0,0,667,24,0,0
"1217",2014-05-12 23:45:00,4,0,1,1,12,5,23,45,25.39,0,1,769,24,0,0
"1218",2014-05-13 00:00:00,1,0,1,2,13,5,0,0,25.39,0,0,656,42,0,0
"1219",2014-05-13 17:00:00,79,0,0,2,13,5,17,0,18.9,0,1,625,42,0,0
"1220",2014-05-13 17:15:00,95,0,0,2,13,5,17,15,18.9,0,0,641,42,0,0
"1221",2014-05-13 17:30:00,74,0,0,2,13,5,17,30,19.43,0,1,641,42,0,1
"1222",2014-05-13 17:45:00,83,0,0,2,13,5,17,45,19.43,0,0,630,42,0,0
"1223",2014-05-13 18:00:00,64,0,0,2,13,5,18,0,19.43,0,0,583,42,0,0
"1224",2014-05-13 18:15:00,51,0,0,2,13,5,18,15,19.43,0,0,564,42,0,0
"1225",2014-05-13 18:30:00,54,0,0,2,13,5,18,30,19.96,0,0,557,42,0,0
"1226",2014-05-13 18:45:00,60,0,0,2,13,5,18,45,19.96,0,0,504,42,0,0
"1227",2014-05-13 19:00:00,53,0,0,2,13,5,19,0,19.96,0,1,498,42,0,0
"1228",2014-05-13 19:15:00,43,0,0,2,13,5,19,15,19.96,0,0,441,42,0,0
"1229",2014-05-13 19:30:00,43,0,0,2,13,5,19,30,19.48,0,1,392,42,0,0
"1230",2014-05-13 19:45:00,51,0,0,2,13,5,19,45,19.48,0,0,395,42,0,0
"1231",2014-05-13 20:00:00,52,0,0,2,13,5,20,0,19.48,0,0,450,42,0,0
"1232",2014-05-13 20:15:00,50,0,0,2,13,5,20,15,19.48,0,0,493,42,0,0
"1233",2014-05-13 20:30:00,46,0,0,2,13,5,20,30,19.65,0,0,510,42,0,0
"1234",2014-05-13 20:45:00,61,0,1,2,13,5,20,45,19.65,0,0,642,42,0,0
"1235",2014-05-13 21:00:00,45,0,1,2,13,5,21,0,19.65,0,0,619,42,0,0
"1236",2014-05-13 21:15:00,43,0,1,2,13,5,21,15,19.65,0,0,645,42,0,0
"1237",2014-05-13 21:30:00,41,0,1,2,13,5,21,30,19.37,0,0,714,42,0,0
"1238",2014-05-13 21:45:00,41,0,1,2,13,5,21,45,19.37,0,0,707,42,0,0
"1239",2014-05-13 22:00:00,38,0,1,2,13,5,22,0,19.37,0,0,816,42,0,0
"1240",2014-05-13 22:15:00,37,0,1,2,13,5,22,15,19.37,0,0,838,42,0,0
"1241",2014-05-13 22:30:00,46,0,1,2,13,5,22,30,17.85,0,0,703,42,0,0
"1242",2014-05-13 22:45:00,43,0,1,2,13,5,22,45,17.85,0,2,882,42,0,0
"1243",2014-05-13 23:00:00,18,0,1,2,13,5,23,0,17.85,0,0,727,42,0,0
"1244",2014-05-13 23:15:00,9,0,1,2,13,5,23,15,17.85,0,0,808,42,0,0
"1245",2014-05-13 23:30:00,17,0,1,2,13,5,23,30,14.88,0,0,770,42,0,0
"1246",2014-05-13 23:45:00,20,0,1,2,13,5,23,45,14.88,0,0,881,42,0,0
"1247",2014-05-14 00:00:00,0,0,1,3,14,5,0,0,14.88,0,0,818,39,0,0
"1248",2014-05-14 17:00:00,75,0,0,3,14,5,17,0,19.49,0,1,635,39,0,0
"1249",2014-05-14 17:15:00,77,0,0,3,14,5,17,15,19.49,0,0,582,39,0,0
"1250",2014-05-14 17:30:00,89,0,0,3,14,5,17,30,20.49,0,0,584,39,0,0
"1251",2014-05-14 17:45:00,88,0,0,3,14,5,17,45,20.49,0,0,567,39,0,0
"1252",2014-05-14 18:00:00,103,0,0,3,14,5,18,0,20.49,0,1,556,39,0,0
"1253",2014-05-14 18:15:00,105,0,0,3,14,5,18,15,20.49,0,0,528,39,0,0
"1254",2014-05-14 18:30:00,103,0,0,3,14,5,18,30,18.66,0,1,484,39,0,0
"1255",2014-05-14 18:45:00,85,0,0,3,14,5,18,45,18.66,0,0,452,39,0,0
"1256",2014-05-14 19:00:00,78,0,0,3,14,5,19,0,18.66,0,0,430,39,0,0
"1257",2014-05-14 19:15:00,77,0,0,3,14,5,19,15,18.66,0,0,380,39,0,0
"1258",2014-05-14 19:30:00,82,0,0,3,14,5,19,30,17.06,0,0,313,39,0,0
"1259",2014-05-14 19:45:00,52,0,0,3,14,5,19,45,17.06,0,1,267,39,0,0
"1260",2014-05-14 20:00:00,71,0,0,3,14,5,20,0,17.06,0,0,264,39,0,0
"1261",2014-05-14 20:15:00,65,0,0,3,14,5,20,15,17.06,0,1,325,39,0,0
"1262",2014-05-14 20:30:00,46,0,0,3,14,5,20,30,17.43,0,1,344,39,0,0
"1263",2014-05-14 20:45:00,57,0,1,3,14,5,20,45,17.43,0,0,382,39,0,0
"1264",2014-05-14 21:00:00,63,0,1,3,14,5,21,0,17.43,0,0,420,39,0,0
"1265",2014-05-14 21:15:00,36,0,1,3,14,5,21,15,17.43,0,0,409,39,0,0
"1266",2014-05-14 21:30:00,36,0,1,3,14,5,21,30,16.68,0,1,407,39,0,0
"1267",2014-05-14 21:45:00,39,0,1,3,14,5,21,45,16.68,0,0,491,39,0,0
"1268",2014-05-14 22:00:00,34,0,1,3,14,5,22,0,16.68,0,0,556,39,0,0
"1269",2014-05-14 22:15:00,26,0,1,3,14,5,22,15,16.68,0,0,633,39,0,0
"1270",2014-05-14 22:30:00,22,0,1,3,14,5,22,30,16.42,0,0,664,39,0,0
"1271",2014-05-14 22:45:00,17,0,1,3,14,5,22,45,16.42,0,0,684,39,0,0
"1272",2014-05-14 23:00:00,16,0,1,3,14,5,23,0,16.42,0,0,666,39,0,0
"1273",2014-05-14 23:15:00,15,0,1,3,14,5,23,15,16.42,0,1,654,39,0,1
"1274",2014-05-14 23:30:00,13,0,1,3,14,5,23,30,15.7,0,0,666,39,0,0
"1275",2014-05-14 23:45:00,7,0,1,3,14,5,23,45,15.7,0,0,784,39,0,0
"1276",2014-05-15 00:00:00,0,0,1,4,15,5,0,0,15.7,0,1,743,37,0,0
"1277",2014-05-15 17:00:00,106,0,0,4,15,5,17,0,18.33,1,1,612,37,0,0
"1278",2014-05-15 17:15:00,88,0,0,4,15,5,17,15,18.33,1,0,542,37,0,0
"1279",2014-05-15 17:30:00,108,0,0,4,15,5,17,30,18.55,0,0,625,37,0,0
"1280",2014-05-15 17:45:00,101,0,0,4,15,5,17,45,18.55,0,0,556,37,0,0
"1281",2014-05-15 18:00:00,116,0,0,4,15,5,18,0,18.55,0,0,569,37,0,0
"1282",2014-05-15 18:15:00,90,0,0,4,15,5,18,15,18.55,0,1,564,37,0,0
"1283",2014-05-15 18:30:00,97,0,0,4,15,5,18,30,19.65,0,0,505,37,0,0
"1284",2014-05-15 18:45:00,103,0,0,4,15,5,18,45,19.65,0,0,464,37,0,0
"1285",2014-05-15 19:00:00,81,0,0,4,15,5,19,0,19.65,0,0,450,37,0,0
"1286",2014-05-15 19:15:00,65,0,0,4,15,5,19,15,19.65,0,1,407,37,0,0
"1287",2014-05-15 19:30:00,80,0,0,4,15,5,19,30,21.32,0,1,348,37,0,0
